category,text
机电事故,18 点班小班安检工兼验收员违章进入正在清运煤的33024 巷时，铲车司机未能及时发现，被运行中的铲车推倒致死，是造成这起事故的直接原因。
顶板事故,现场作业人员在对 50206 回风顺槽修复过程中，违反由上 向下、逐排推进的作业顺序、一次性扩帮进尺过大，执行巷道维护安全技术措施不到位，造成局部巷道顶部锚杆、锚索破断 失效，顶板失稳，瞬时冒落，是造成这起事故的直接原因。
运输事故,朝阳煤矿井下18004轨巷里段上山掘进出碴下放重车时，挂着倒拉滑轮盘的地锚桩突然从锚孔脱出，造成矿车溜车，在巷道落平后沿轨道快速往前溜行，撞倒挂钩工韦海燕，造成其受伤致死。
顶板事故,桧树亭煤矿主斜井工作面爆破后围岩离层，未采取临时支护措施，张华堂违规进入空顶区域捡拾雷管脚线，顶板岩石垮落砸伤致死。
顶板事故,1378综采工作面末采期间遇地质构造、铺网不到位，作业人员未按规定掺贴帮支柱，在违规进入采高达3.3m的煤壁侧进行补搭接金属网作业时，发生煤壁片帮、顶板漏矸，将其掩埋，导致事故发生。
瓦斯事故,厚信煤业在11031采煤工作面采止线以西违规布置采煤作业点，违章裸露爆破处理2#立眼上口堵塞的大块煤矸，引爆积聚瓦斯，导致事故发生。
运输事故,主斜井箕斗在提升过程中，张某兴未执行“行车不行人、 行人不行车”的规定，行车时违章在喷浆机旁进行接管作业，被向上提升中的箕斗与喷浆机双向挤压后，受伤致死，是造成 这次事故发生的直接原因。
运输事故,综采队带班副队长赵某兰违反运架安全技术措施规定，违章站在钢丝绳的反弹范围内发信号指挥开动绞车、观察移架，由于支架钻底、阻力增大，连接支架和钢丝绳绳头的圆环链中一个圆环受力过大断裂，钢丝绳及钩头反弹将其打伤致死，是造成此次事故的直接原因。
顶板事故,11125上段采煤工作面出现地质构造，顶板发生变化；作业人员违章近距离回柱作业时，顶板突然垮落，垮落物将其大半身压住，导致事故发生。
顶板事故,3901采煤工作面放炮后，在移架过程中，从业人员冒险站在空顶处，被片帮垮落的煤(矸)击倒后掩埋窒息致死。
瓦斯事故,该矿非法越界组织生产，121701 炮采工作面采用非正规采煤方法，采用局部通风机供风进行采煤，违规串联通风、循环 风，工作面微风作业，造成瓦斯积聚并达到爆炸浓度界限，违 章放炮产生火焰引起瓦斯爆炸。
瓦斯事故,603东顺槽因抽采不达标，超出允许控制范围掘进，违章作业造成的煤与瓦斯突出事故。
顶板事故,在处理-350米标高水平中央区15#煤层右三面皮带道断层冒落区域工字钢棚时，没有采取可靠措施，顶板破碎岩石冒落导致事故发生。
火灾事故,15#层-140运输平巷石门口处变压器至馈电开关之间低压橡套电缆被冒落的岩石砸伤，绝缘损坏，造成相间短路，电缆着火，引燃周边可燃物及煤壁，导致火灾事故发生、人员中毒窒息死亡。
瓦斯事故,庆兴煤矿违法违规组织生产，蓄意隐瞒作业地点，在+214m标高三段十一路采用国家明令禁止的巷道式采煤方法，未形成全负压通风系统，造成瓦斯积聚，违章放炮引起瓦斯爆炸。
瓦斯事故,肖家湾煤矿非法违法开采区域的10号煤层提升下山采掘作业点和+1220米平巷下部8号、9号煤层部分采掘作业点无风微风作业，瓦斯积聚达到爆炸浓度；10号煤层提升下山采掘作业点提升绞车信号装置失爆，操作时产生电火花、引爆瓦斯；在爆炸冲击波高温作用下，+1220米平巷下部8号和9号煤层部分采掘作业点积聚的瓦斯发生二次爆炸，造成事故扩大。
瓦斯事故,八宝煤矿忽视防灭火管理工作，措施严重不落实，-4164东水采工作面上区段采空区漏风，煤炭自燃发火，引起采空区瓦斯爆炸，爆炸产生的冲击波和大量有毒有害气体造成人员伤亡。
瓦斯事故,603东顺槽因抽采不达标，超出允许控制范围掘进，违章作业造成的煤与瓦斯突出事故。
瓦斯事故,桃子沟煤业有限公司违法违规组织生产的3111采煤工作面6支巷采煤作业点区域处于无风微风状态，瓦斯积聚达到爆炸浓度；放炮后，残药燃烧，引爆积聚瓦斯。
瓦斯事故,采后封闭的Ⅱ7322收作面采空区内瓦斯积聚达到爆炸界限；DF48断层、Ⅱ7322收作面密闭墙、Ⅱ8222外段机巷放水孔、Ⅱ7322收作面机巷瓦斯抽采钻孔等漏风，造成Ⅱ7322收作面采空区遗煤自燃；氧气达到瓦斯爆炸所需浓度，引起Ⅱ7322收作面采空区内瓦斯爆炸。
瓦斯事故,矿井6煤为突出煤层，21采区-220m中石门因断层构造引起煤层局部变厚，突出危险性加大。揭煤前没有探明6煤层构造变化和煤层赋存情况，没有采取防突措施消除煤层突出危险性，放炮诱导煤与瓦斯突出。工作面进风侧没有设置防突反向风门，突出后瓦斯逆流至行人上山并稀释达到爆炸浓度。撤退人员慌忙从架空乘人装置吊椅上跳下时，导致装置脱离托辊运行，吊椅与地面台阶碰撞摩擦产生火花，引起瓦斯爆炸。
机电事故,高压乳化液喷出，导致正坐在该高压胶管上操作该支架的一名工人受伤，经抢救无效死亡
爆炸事故,该矿地面煤仓底部及煤场转载皮带走廊相对封闭，长时间转运煤炭导致瓦斯煤尘逐步积聚，因磁力启动器动作产生火源，造成瓦斯煤尘爆炸。
顶板事故,该矿在拆除原12001工作面外联巷上段支架过程中，工人违章作业，导致巷道发生冒落，压倒端头外5架支架，埋住3名现场作业人员。
顶板事故,14141综采工作面东顺槽底板注浆钻场和工作面安全出口交界处顶板压力大，作业人员在该处更换抬棚梁时，未进行先行支护就将原抬棚单体液压支柱泄压，致使原抬棚区域顺槽梁所受压力突然增大，造成支撑第三架顺槽梁的西侧单体液压支柱滑到，顺槽梁下落砸中一名工人，经抢救无效死亡。
瓦斯事故,该矿为煤与瓦斯突出矿井，所采二1煤层为突出煤层；二1-21010机巷在出现喷孔、顶钻、响煤炮等突出预兆，实际已进入突出危险区域后，未采取区域综合防突措施，仍采用抽排瓦斯的局部防突措施，没有消除突出危险性；违章指挥工人冒险作业，在修棚打穿杆时扰动煤体，诱发煤与瓦斯突出。
运输事故,绞车司机违章采用提升绞车调度32采区轨道下山上车场内的串车，把钩工违章使用自制的“S”形挂钩连接提升绞车绳头及串车，并用手扶“S”形挂钩随车倒退行进，串车首车与停在车场弯道段重车道上的重车相撞，尾车下道侧翻，将随行的把钩工挤压在巷道帮壁，导致事故发生。
运输事故,方家敏擅自违章进入二级轨道下山行走，被正在该巷串车的3辆脱销飞车中的1辆车架撞到压住，受伤致死。
顶板事故,现场作业人员李靖、尹允社违章作业，严重违反作业规程中“调架时必须坚持先支后回的原则”、“不得随意扩大调架空间”、“倾斜木抬棚必须动态保持一梁四柱”、“进支架时遇到柱子，人应在支架下回柱”等规定，违章提前回撤调架区域的单体液压支柱，严重降低了该区域支护强度，导致顶板冒落，造成了自身伤害。
顶板事故,端面临时支护未执行作业规程规定，端面滑落的矸石砸中一名职工胸部致死。
顶板事故,维修工作面突然垮冒的大量煤矸，冲倒支架，将正在下方的2名作业人员掩埋致死。
瓦斯事故,西六采区三水平主运巷4#钻场石门揭煤后，没有采取有效措施，周边煤体的应力分布发生变化导致煤体支承强度减弱，在煤体自重、地压、瓦斯压力多因素耦合作用下，发生了煤与瓦斯突出事故。
瓦斯事故,二段左零路35#层采煤工作面下巷采后留巷内微风，采空区瓦斯涌出，造成留巷内瓦斯积聚，在留巷内的人员作业时将JD-25调度绞车馈电开关刮倒，致使馈电开关内电源线相间短路，产生电火花，引燃巷道内瓦斯，导致事故发生。
顶板事故,作业人员在采煤工作面跟机挂梁时，未执行敲帮问顶制度，在破碎顶板下掺设临时支柱，被突然冒落的矸石砸伤，经抢救无效死亡。
顶板事故,3216对拉采煤工作面西工作面机尾段顶板破碎未加强支护，采煤工郑云华在该处作业时未对顶板破碎段的支护和支柱漏液等情况进行检查，顶板突然垮落，导致事故发生。
顶板事故,31112综采工作面端面距超过《作业规程》规定，大面积空顶导致顶板冒落，冒落物冲垮挡矸防坠设施，冲击到正在下方作业的人员，导致事故发生。
瓦斯事故,新维矿3106运输顺槽顺层钻孔施工违章串联通风，抽采队1#钻机作业人员在出现卡钻情况下强行施钻，钻具与钻孔中的煤屑和硫铁矿结核摩擦产生高温将孔内煤屑和瓦斯引燃，产生CO和H2S等有毒气体，致1#钻机回风侧人员出现中毒现象，武兴龙中毒死亡，造成事故。
顶板事故,地质构造带未采取加强顶板控制措施，作业人员在有地质构造、顶板破碎地段进行回柱作业，未按规程要求回柱前对现场作业环境认真检查和加固支护，顶板垮落，煤矸将作业人员掩埋造成事故。
运输事故,带班矿长罗远辉违章驾驶机车、违规调车，造成矿车掉道，并在无人监护的情况下用手拉葫芦违章处理掉道矿车，矿车重心偏移侧翻，将其挤压在机车尾部碰头部位，导致事故的发生。
瓦斯事故,是非法违法组织生产。按照河南省有关规定，该矿应在隐患整改完成后再进行技术改造，技改完成后方能进行生产活动，但该矿置政府法令于不顾，擅自打开密闭，非法组织生产，且存在长期非法越界盗采的问题。
透水事故,该矿在停产整顿期间违法违规擅自安排人员在井下南翼采煤工作面作业，揭穿采空区导致透水。
瓦斯事故,主平硐以里约150米处的简易爆炸材料硐室内存放的炸药发生燃烧与爆炸，产生大量有毒有害气体，导致井下作业人员中毒伤亡。
机电事故,陈某不听劝阻违章滞留在耙装机前方，空耙斗运行过程中，受阻跳起侧翻撞在陈某的左胸部，是造成事故的直接原因。
火灾事故,立胜煤矿中间立井三道暗立井内敷设的非阻燃电缆老化破损，短路着火，引燃电缆外套塑料管、吊箩、木支架及周边煤层，产生大量有毒有害气体，造成人员窒息伤亡。
透水事故,103回风巷上部存在大面积老空积水，煤矿违规在安全隔水煤柱中掘进四号上山，人工手镐挖掘导致老空积水压溃煤壁发生透水事故。
运输事故,18 点班小班安检工兼验收员违章进入正在清运煤的33024 巷时，铲车司机未能及时发现，被运行中的铲车推倒致死，是造成这起事故的直接原因。
工伤事故,连采二队当班铲车司机安全责任意识淡薄，互保能力差，未待跟车工将风门完全开启撤离至安全地点的情况下，违反“行车不行人，行人不行车”辅助运输管理规定，违章驾驶车辆通过风门时，不慎将其挤伤，是造成本次事故的直接原因。
工伤事故,运输二队芬雷车司机安全意识不强，运输线路存在安全隐患未及时发现、停车处理，并且在车辆上坡过程中，也未及时发现巷道内浮煤和煤泥将支架底座推移油缸推移棒固定杠顶脱，推移棒落地顶住路面后，支架前梁由于惯性前移，将跟车工碰住致伤，是造成本次事故的直接原因。
机电事故,现场风险管控措施、隐患排查不到位，未能认识到用手清理出渣口的危害性。
机电事故,死者朱某安全意识淡薄，违章蛮干，由于耙装机没有导向轮，导致钢丝绳排列不齐，主绳咬绳后，朱某强行操作耙装机拉咬绳，造成耙装机上料槽与主机连接部位断裂脱落并发生侧翻，挤伤朱头部，是造成这起事故的直接原因。
运输事故,皮带清理工王某在向司机发出皮带信号准备启动皮带检查卡子的同时，清理皮带机头滚筒部位浮煤，皮带机启动后仍继续违章作业，身体被皮带卡子挂住，卷入皮带与主驱动滚筒之间，是造成这起事故的直接原因。
机械事故,公司炼焦车间乙班J103皮带操作工王某，本工种工龄35天。王某虽经过三级安全教育培训和考试并且合格，但因工作时间短，安全意识差，自我保护能力不强，在清扫卫生过程中违反安全操作规程(第5.5条明确规定：禁止在机械运转时清扫机头、机尾、机架、滚筒上下及附近的焦粉，以防发生绞伤事故)，在皮带运转的情况下，清理机尾焦粉时，被皮带挂碰，同时王某在佩戴安全帽时，没有按规定系好下颚带，致使发生意外碰撞时，安全帽被碰掉，没有起到保护头部安全的作用，致使头部严重撞伤，这是导致死亡事故的直接原因。
运输事故,1、绞车司机李永严重违章操作，高速下行，不按规定及时减速，吊桶落底后听到停车信号方停车，造成井底余绳约10米。2、吊桶运行中人员在工作面违章穿过吊桶提升区域。
顶板事故,作业人员在未进行超前支护、敲帮问顶的情况下，违章进入空顶区，是造成这起事故的直接原因。
运输事故,"赵某1在挂主提升钢丝绳套时,虽将一头挂在提升钩头上,但另一头没有和钩头挂牢,造成主提升钢丝绳套一头和提升钩头脱落,致使主提升钢丝绳套从伞钻吊环中抽出。"
运输事故,吊桶担在下吊盘喇叭口时，吊盘主提信号工违章操作，用手拉动钩头保险销，导致吊桶脱钩；同时，由于中心回转抓岩机正在工作产生较大震动，致使吊桶脱离盘口坠落。
顶板事故,张井发、潘某进入无支护的煤壁侧作业，顶板突然冒落，是造成这起事故的直接原因。
顶板事故,7431采煤工作面煤壁突然片帮，死者黄某躲避时不慎后仰摔倒，后脑撞在综采支架底座过桥上，造成后脑及右侧背部严重受伤致死。
顶板事故,7504采煤工作面运输道顶板突然来压，下出口上帮抬棚支护强度不够，出口抬棚向上帮滑移，丌梁一端头滑脱，梁头击中唐某的头部，是造成这起事故的直接原因。
运输事故,信号工李某违章作业，站位不当，保险绳没有挂到应挂的位置，喷浆机跑车，是造成这起事故的直接原因。
运输事故,现场作业人员和指挥人员安全意识不强，违章指挥并违章开动皮带，是造成这起事故的直接原因。
机械事故,操作人员王某严重违反《安全操作规程》关于“固定刀具的楔铁、螺钉不准超出刀杆或套杆外圆；在机床未停稳时不准检查测量工件尺寸”的规定， 在操作镗床加工时，未使用固定刀具的专用楔铁，而是使用了两个高出主轴直径80毫米的梢铁(其中一个已当场拉断)，并在主轴未停稳的情况下进行测量工件操作，被梢铁挂住，致使头部撞在机床导轨上，是造成这起事故的直接原因。
顶板事故,作业人员未按规定进行支护作业，顶板冒落，摧垮副抬棚，将人员埋压致死，是事故发生的直接原因。
运输事故,人员在工作面刮板运输机机尾滞留，被从运行的工作面刮板运输机机尾防护罩检查口带出的构木顶在巷帮，撞击致死，是事故发生的直接原因。
机械事故,卫生清扫工李某，违章操作，擅自进入正在运行的7030机尾皮带下进行清扫工作，头部被运转的皮带带入皮带与滚筒之间，发生挤压，导致死亡，是造成这起事故的直接原因。
运输事故,绞车司机操作不当，违章操作，未在规定位置减速，违反项目部“吊桶过三盘时速度控制在0.3—0.5米/秒”的规定，以至吊桶全速冲上，撞到井架中梁，导致断绳坠罐，是这次事故的直接原因。
瓦斯事故,井筒停风以致瓦斯积聚超限，氧气切割井架二层平台横梁时，熔渣落入井下，导致井筒内部发生瓦斯爆炸。
运输事故,1、吊桶不标准，底面不平，与平板车面接触不实，另外吊桶底座圈直径小于吊桶外缘，导致吊桶稳定性差，是造成此次事故的主要原因。2、推车人员违反套内壁施工安全技术措施第四部分“施工方法”第八条规定“人工推车时，必须躲开左右两侧，严禁直接用手在吊桶前拉车。推车时，必须有人在旁边指挥，如发现有倾倒危险，及时指挥人员躲避”之规定。
瓦斯事故,3103南采煤工作面采空区顶板初次来压，导致工作面煤壁突然破坏垮塌，部分垮塌煤炭具有一定的弹射效应，垮塌和弹射煤炭在重力作用下经大倾角机道和人行道下滑，撞击、掩埋附近作业人员，堵塞工作面通道；垮塌煤炭残余瓦斯解吸释放，垮塌空洞周围和采场四周煤体瓦斯涌出，加之垮塌煤炭堵塞进风道使工作面及其进回风道处于微风状态，瓦斯浓度迅速升高，工作面及回风风流瓦斯浓度长时超限，进风风流瓦斯扩散回流。被垮塌煤炭掩埋的人员以及未被全身掩埋的人员窒息死亡。
顶板事故,顶板裂隙发育，工人蔡某在空顶下作业，被冒落的矸石砸倒，碰到锚杆机的把手上，割断气管而死亡。
顶板事故,工作面机尾段留设的护顶煤煤帮侧局部漏顶，处理漏顶的同时，在落山侧用单体支柱加带柱帽处理塑料网中下坠的顶煤，拉动支架，使其失稳倾倒，顶煤冒落，将人员砸压致死，是事故发生的直接原因。
透水事故,被贯通巷道2103运输下山存在重大安全隐患，巷道内存有积水。贯通前没有将该巷内的积水、淤泥排除。作业人员发现迎头煤壁有渗水征兆后，没有及时撤离现场，继续冒险施工。测量工作严重滞后，没有及时掌握施工进度，标定巷道掘进要素，巷道掘进施工质量差。
运输事故,1、新东四采区三甩道弯道处轨距大，曲率半径不符合要求，且没有轨距拉杆，致使料车掉道翻车。吕某违反《煤矿安全规程》规定，在料车两侧推车，推车位置不当。
运输事故,把钩工刘明宇为提前升井无证开车，在困乏迷糊状态下没有认真观看前方道况而导致电机车撞人。
运输事故,死者张某违章蹬勾头是造成事故的直接原因。
运输事故,1、信号工张某，在不清楚信号工操作规程的情况下，发出错误的提升信号，导致罐笼迅速升起，带动捆在罐笼上、且与井壁上管路相连的水泵，使井筒内的排水管路损坏，形成提升障碍，破坏了提升系统，是造成运输事故的直接原因。运输事故发生后，该项目经理未向公司汇报，急于救人，自行处理，且清除井筒障碍物不彻底，导致2人死亡，是造成事故扩大的直接原因。
运输事故,跟班队长褚某违章指挥无证人员姚汪钦开绞车，并违章蹬钩头，工人姚汪钦违章开绞车，是这起事故的直接原因。
运输事故,事故地点处在弯道处，对开时两列机车最突出部分间距仅为45毫米，且轨道接头高低差达10毫米，运行时造成两机车侧撞，是这起事故的直接原因。
顶板事故,在支护不完好的峒室内拉移耙斗机发生冒顶，作业人员被埋压致死，是事故发生的直接原因。
运输事故,绞车司机赵秀昌违反绞车操作规程，松车时中途松开工作闸以致绞车超速运行失控，加之死者张某在明知上口已松车的情况下，坐在行车道里，没有进入躲避硐，是造成这起超速过放矿车撞人事故的直接原因。
运输事故,放置在车顶上的保险绳与矿车固定不牢，矿车行至上口变坡点处从车上滑落，挂在挡车器横杆尾部，造成花车翻车。
顶板事故,第三现场组作业人员吴某、张某严重违反《作业规程》关于“回柱放顶邻茬间距不得小于15米”的规定，在回柱间隔距离只有4.4米的情况下违章回柱，致使第二、第三现场组作业区域顶板活动加剧，造成支架失稳，发生推垮型冒顶，是这起事故的直接原因。
顶板事故,8254回风巷顺山棚倾角21度，透窝处为高冒区，接顶不实，棚子没劲，李某处理时用肩扛托棚梁，操作不妥当，造成支架失稳，棚梁垮落。
运输事故,1、7069号卡车发动机左侧一根刹车油管接头处断裂，导致前后刹车压力释放，造成前车溜车撞后车(运输大卡车向后车溜72米)，是事故发生的直接原因。7027号卡车司机载货运行至1300坡道中，由于驾驶经验不足，安全自我保护意识不强，发现前车溜过来，判断失误，是造成事故发生的直接原因。
运输事故,作业人员在处理绞车纲丝绳乱绳过程中，违章站在绞车一侧，启动绞车，缠绕钢丝绳，同时用脚蹬绳，左脚被绞，拖入滚筒，将左腿根部撕裂致死，是造成这起事故的直接原因。
瓦斯事故,矿井停电停风后，井下瓦斯积聚达爆炸浓度。在31#主斜井与3123回风巷掘进头交岔口处休息的矿工携带的矿灯失爆产生火花，引起瓦斯爆炸。
瓦斯事故,主斜井掘进工作面遇地质条件变化、煤层变厚，出现突出预兆，防突措施不到位，未消除突出危险，工作面漏顶，诱发煤与瓦斯突出。
顶板事故,端面临时支护未执行作业规程规定，端面滑落的矸石砸中一名职工胸部致死。
机电事故,作业人员调试液压支架操作阀组时，未首先检查活动侧护板连接情况，且站在侧护板活动范围内操作，被弹出的侧护板砸中头部致死。
机电事故,朱某在检查7号开关接线质量前未进行验放电，带电作业，触电死亡。
机电事故,罗某在7229综采工作面运输机机头架正前方处理链条，准备将牵引链连接到老塘侧链条上时，处在受力状态的煤壁侧链条突然从链轮上滑脱弹出，打伤其背部致死。
机电事故,李某站在主井北勾装载闸门上处理故障时，因闸门受压失衡转动造成身体悬空，保险带未系牢固，从保险带内滑落坠落井底死亡。
顶板事故,伤者邢怀军在领钎点眼过程中，违章进入临时支护外的空顶区域作业，被左侧肩窝突然掉落的矸石砸伤。
机电事故,侧装机后退卸载时下滑，制动无效，将伤者碾轧致死。
工伤事故,综掘机链板机卡了一块大矸石，造成链板机链条卡死，伤者破碎矸石后，链条瞬间回弹，卡伤右脚。
顶板事故,6104工作面单体液压支柱初撑力不足，设置的木垛间距超过规定，直接顶出现大面积离层、冒落下滑推垮支架，将现场冒险作业的3人埋压致死。
顶板事故,冒顶处有褶曲构造，顶板松软，职工未按照修护施工安全技术措施的规定进行施工，导致冒顶事故发生。
机械事故,工作平台架板捆扎不牢固，使用锚杆钻机顶网作业过程中，未按规定对钻机进行固定，钻机失稳打滑掉落、支腿在机体内残余高压气体作用下弹出，击中平台下方清煤作业的李永军头部。
运输事故,无极绳绞车在轨道下山打运过程中钢丝绳断裂，急速下滑的串车冲破下口门挡，将下平段一名处于车辆下滑运行危险区域的警戒人员撞伤致死。
运输事故,综采队带班副队长赵建兰违反运架安全技术措施规定，违章站在钢丝绳的反弹范围内发信号指挥开动绞车、观察移架，由于支架钻底、阻力增大，连接支架和钢丝绳绳头的圆环链中一个圆环受力过大断裂，钢丝绳及钩头反弹将其打伤致死，是造成此次事故的直接原因。
运输事故,自卸车驾驶员郇玉云在卸土平台作业时，冒险将自卸车驾驶至不具备安全条件的平台边缘处违章排土，导致自卸车失稳滑入坡底，致其受伤。
运输事故,掘进一队职工崔灵利违章站在31003回风巷回柱绞车右前侧无证操作，拖拽物件卡阻，绞车突然前移侧翻，致使崔灵利被绞车开关砸伤致死。
顶板事故,事故点巷道顶板节理裂隙发育，支护不及时，支护强度不够，顶板离层垮落，导致事故发生。
瓦斯事故,喷浆队5名工人在未采取检查和排放瓦斯的情况下，擅自[2]打开栅栏进入盲巷作业，携带的非防爆手机[3]引燃盲巷内积聚的瓦斯，形成了瓦斯爆炸。
顶板事故,巷道年久失修，支护腐朽，顶部煤矸极具冒落危险性；作业人员在未采取临时支护并加固相邻支架的情况下，违章冒险拆除老支架，导致事故发生。
顶板事故,事故地点顶板为层理发育的砂质泥岩，破碎离层，且处于应力集中带，极具冒落危险性；作业人员邓万堂、杨午言回收支架过程中，违章操作，没有加固巷道后方支护，没有站在安全地点使用手动葫芦回收支架，顶板冒落时退避不及，被打击压埋致死。
瓦斯事故,湖南宝电群力煤矿有限公司4127工作面瓦斯涌出量大，采用局部通风机送风采煤，风量不足且局部通风机吸循环风，导致瓦斯积聚达到爆炸浓度；短距离在回风流中违章起爆时，起爆器产生火花，引爆瓦斯，造成人员伤亡。
运输事故,作业人员违章冒险进入主井地面车场摘钩危险区域，被甩落的钢丝绳钩头击伤致死。
顶板事故,事故巷道顶部有松动煤矸，存在垮落危险；作业人员违章冒险独自进入危险区域作业，导致事故发生。
瓦斯事故,1111工作面切眼处于地质变化带，瓦斯涌出异常，南一、南二、北一、北二探煤巷停风后瓦斯涌入1111工作面切眼，南一探煤巷停风后瓦斯积聚达到爆炸浓度；起爆地点1111工作面切眼瓦斯积聚达到燃烧浓度；作业人员采用煤电钻插销代替发爆器启爆产生电火花，瓦斯闪燃，引起南一探煤巷瓦斯爆炸，造成人员伤亡。
顶板事故,荣福煤矿开采12-2煤层为自燃煤层，未采取综合预防煤层自然发火的措施，导致49采区老空区煤炭自燃；违章指挥维修49123回采工作面(-15m标高煤巷)；作业人员冒险作业，导致金属支架倒塌、顶煤垮落，冒落区与采空区连通，采空区煤炭自燃产生的高温气体伴随煤矸瞬间窜出，造成人员伤亡。
爆炸事故,祖保煤矿开采的Ⅱ煤层具有煤尘爆炸危险性；暗主斜井超挂矿车，没有安装保险绳，串车提煤至上车场变坡点时，材料车下部碰头插销孔上部断裂，插销窜出造成跑车；跑车过程中矿车中的煤炭抛出，导致煤尘飞扬达到爆炸浓度；跑车时矿车撞击主斜井左侧供电电缆，电缆短路产生火花引起煤尘爆炸，造成人员伤亡。
顶板事故,11224切眼掘进工作面顶板冒落矸石，将在空顶下作业的工人蒋平安砸伤致死。
运输事故,刮板输送机将工人拉到采煤机下挤压，造成工人多处受伤致死。
瓦斯事故,11182(II)机巷底板抽放巷掘进过程中，K18煤层受断层影响已被切割至距巷道顶板约3m位置，未采取防突措施消除突出危险，综掘机掘进诱发煤与瓦斯突出，导致事故发生。
瓦斯事故,因井下监控分站电源漏电造成1705工作面区域停电，1705工作面改造巷停风、瓦斯积聚；恢复送电后，采取“一风吹”的方式将1705工作面改造巷内积聚的高浓度瓦斯压出；误启动1705改造巷开口往里4米位置闲置的风机，变形叶片运转产生摩擦火花，造成瓦斯爆炸。
运输事故,作业人员掉入采面运行的刮板运输机内，从采煤机下面拉过受伤致死。
瓦斯事故,11001综采面区域防突措施缺失、局部防突措施不到位，未消除煤体突出危险，煤壁前方有集中应力，采煤机割煤诱导煤与瓦斯突出。
机械事故,山西阳城阳泰集团义城煤业有限公司井下3407回风顺槽绞车拖运支架过程中，连接支架锚链断裂，导致连接(锚链)绞车钢丝绳回弹，击中头部致1人死亡
瓦斯事故,由于23061巷以南东二盘区巷道封闭后，封闭区内的23063巷、23062巷、23064等巷道涌出瓦斯造成积聚，达到爆炸浓度；在东二盘区23071巷口起底施工地沟时，使用非专用放炮母线放炮，且放炮时母线挂在金属锚网上，违章放炮，致使发炮瞬间的高压电通过金属锚网传至爆源点附近放电，产生火花，引爆瓦斯；冲击波摧毁东二盘区巷道闭墙，有毒有害气体蔓延到23061巷、23065巷、23075巷和23071巷等区域，导致在这些巷道内作业的人员伤亡。这是事故发生的直接原因。
运输事故,事故直接原因是主井提升过程中，上行第 3 台重车的右前轮轴与 JD-25 调度绞车拉紧的钢丝绳发生兜挂，造成矿车掉道侧翻，将违章蹬车升井的工人撞伤致死。
瓦斯事故,在区域防突措施未完全消除揭煤区域煤体突出危险的情况下，由于局部防突措施不到位，部分揭煤措施孔控制范围不足，风煤钻施工扰动影响，诱发突出是造成事故发生的直接原因。
顶板事故,作业人员在+53m水平1202采煤工作面集中溜子道三岔口翻修作业时，对“抬棚”和“窜梁”加固强度不够，顶板来压，引发冒顶，三人被埋压致死。
顶板事故,事故直接原因是工人在未采取任何护顶措施的情况下违章进入采煤机道作业，工作面顶板突然冒落将工人砸伤致死。
伤人事故,"王某、冯某违章回掉切眼口1#正抬棚下的摩擦点柱,致使正抬棚滚落,是造成这起冒事故发生的直接原因。"
顶板事故,当班作业人员在检修采煤机前滚筒时，未对伞檐状矸石进行处理，也未按规程、措施规定支护顶帮，郜某某违章进入超控顶区作业，被垮落矸石砸伤致死是造成这起事故的直接原因。
工伤事故,维护组组长误指挥原某某爬上标有“东风井-上庄风井6KVD15”的终端杆，被电击落，是造成本次事故的直接原因。
工伤事故,郭某某自保意识不强，未通知现场人员自己在机头垫链，开车前告知本人撤出，是造成事故的直接原因。
工伤事故,运输一队料车司机刘某，安全意识淡薄，驾驶车辆前未按规定对车辆的转向系统进行检查确认，未及时发现车辆方向轴与外侧套筒间存在松动。车辆途径起伏段发生颠簸后，方向盘顺势提出导致方向失灵撞至巷帮，是造成本次事故的直接原因。
运输事故,运输一队人车司机(班长)窦某，岗位责任心差，安全意识淡薄，驾驶车辆前未按《井下无轨胶轮车检修保养管理办法》要求对检修保养项目进行检查确认，违章驾驶不完好车辆。车辆行驶至东三北翼下坡段时，因车辆无液压油造成刹车失灵，应急措施采取不当，是造成本次事故的直接原因。
运输事故,推煤机司机张某在油路未畅通的情况下违章起动推煤机后退，并在推煤机停止后退后、发动机未熄火、挡位未挂至空挡的情况下，又违章离开驾驶室开启供油阀，推煤机突然起动后退，不慎掉入运行的履带上，被挤压、挂伤后，又掉到左履带外侧煤山上，被推煤机铲板压轧至死，是造成本次事故发生的直接原因。
运输事故,18 点班小班安检工兼验收员违章进入正在清运煤的33024 巷时，铲车司机未能及时发现，被运行中的铲车推倒致死，是造成这起事故的直接原因。
顶板事故,现场作业人员作业时，临时支护不到位，站位不当，掘进工作面的伞檐及煤壁突然垮落，将作业人员砸伤，是导致该起事故发生的直接原因。
顶板事故,班长卫灵杰在未架设临时支护的情况下，违章指挥工人一起进入到空顶区域内作业，导致其被顶板垮落的岩石砸伤致死是事故发生的直接原因。
机电事故,王某峰违反《20102综采工作面作业规程》和《20102综采工作面收尾、回撤安全技术措施》，操作支架后未将该支架的操作阀手把归至“零”位，乳化液泵开启时该支架护帮板突然打开，挤伤在3#支架护帮板下正在连网的其头部，导致其死亡。
机电事故,掘进机司机离开掘进机操作台时未切断电源，擅自进入掘进机工作区域，被运转的掘进机截割部伤害，导致事故发生。
